target,plat,recettes,plat_recette
Pâtes,salade estivale des vacances du bonheur (riz / coppa / parmesan /...,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","salade estivale des vacances du bonheur (riz / coppa / parmesan /... sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Pâtes,salades de farfalles aux asperges vertes,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","salades de farfalles aux asperges vertes sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Pâtes,sauce aux brocolis pour les pâtes,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","sauce aux brocolis pour les pâtes sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Pâtes,saumon à la grenade et riz au lait de coco,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","saumon à la grenade et riz au lait de coco sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Pâtes,spaghetti à la sauce verte,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","spaghetti à la sauce verte sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Pâtes,spaghetti aux asperges et tomates,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","spaghetti aux asperges et tomates sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Pâtes,spaghetti aux fruits de mer,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","spaghetti aux fruits de mer sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Pâtes,spaghetti diet' à la julienne de légumes,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","spaghetti diet' à la julienne de légumes sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Pâtes,tagiatelles au saumon frais au cooking chef,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","tagiatelles au saumon frais au cooking chef sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Pâtes,tagliatelles basilic pruneaux,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","tagliatelles basilic pruneaux sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Pâtes,tagliatelles fraiches aux crevettes sauce agrume,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","tagliatelles fraiches aux crevettes sauce agrume sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Pâtes,tagliatelles saumon fumé ciboulette,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","tagliatelles saumon fumé ciboulette sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Pâtes,timbale de macaronis aux fruits de mer,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","timbale de macaronis aux fruits de mer sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Pâtes,vermicelles de riz au chou-fleur et carottes,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","vermicelles de riz au chou-fleur et carottes sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Pâtes,verrine de nouilles papillons ,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","verrine de nouilles papillons  sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Pâtes,gratin de macaroni et cheveux d'ange,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","gratin de macaroni et cheveux d'ange sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Pâtes,gratin de pâtes au chorizo et à la mozzarella,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","gratin de pâtes au chorizo et à la mozzarella sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Pâtes,gratin de riz et saumon,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","gratin de riz et saumon sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Pâtes,lasagnes des fonds de tiroir,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","lasagnes des fonds de tiroir sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Pâtes,nouilles aux lardons et mâche,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","nouilles aux lardons et mâche sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Pâtes,pâtes au chou-fleur et coeurs d'artichaut,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","pâtes au chou-fleur et coeurs d'artichaut sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Légumes,velouté de carottes à l'orange,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","velouté de carottes à l'orange sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Légumes,velouté de carottes à l'orientale,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","velouté de carottes à l'orientale sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Légumes,velouté de carottes basique de poitrine fumée,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","velouté de carottes basique de poitrine fumée sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Légumes,velouté de carottes et  poivron à l'ail,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","velouté de carottes et  poivron à l'ail sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Légumes,velouté de carottes et coriandre,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","velouté de carottes et coriandre sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Légumes,velouté de céleri persillé,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","velouté de céleri persillé sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Légumes,velouté de champignons à la fourme de montbrison,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","velouté de champignons à la fourme de montbrison sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Légumes,velouté de champignons à la ricotta,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","velouté de champignons à la ricotta sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Légumes,velouté de champignons au chaource,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","velouté de champignons au chaource sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Légumes,velouté de chataîgnes au cantal,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","velouté de chataîgnes au cantal sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Légumes,velouté de chou fleur simplissime,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","velouté de chou fleur simplissime sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Légumes,velouté de chou-fleur à la truite fumée,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","velouté de chou-fleur à la truite fumée sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Légumes,velouté de chou-fleur et cerfeuil,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","velouté de chou-fleur et cerfeuil sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Légumes,velouté de concombre à l'estragon,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","velouté de concombre à l'estragon sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Légumes,velouté de concombre au piment vert,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","velouté de concombre au piment vert sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Légumes,velouté de courge et patate douce,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","velouté de courge et patate douce sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Légumes,velouté de courge muscade à la bisque de homard,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","velouté de courge muscade à la bisque de homard sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Légumes,velouté de courges aux noix de st jacques,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","velouté de courges aux noix de st jacques sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Légumes,velouté de courgette aux lentilles,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","velouté de courgette aux lentilles sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Légumes,velouté de courgettes à l'estragon,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","velouté de courgettes à l'estragon sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Légumes,velouté de courgettes à la feta et aux cacahuètes,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","velouté de courgettes à la feta et aux cacahuètes sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Légumes,velouté de courgettes au safran.,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","velouté de courgettes au safran. sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Légumes,velouté de courgettes aux lardons et aux légumes,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","velouté de courgettes aux lardons et aux légumes sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Légumes,velouté de courgettes aux noix,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","velouté de courgettes aux noix sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Légumes,velouté de courgettes et celéri,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","velouté de courgettes et celéri sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Légumes,velouté de courgettes jaunes au chèvre,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","velouté de courgettes jaunes au chèvre sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Légumes,velouté de cresson au chèvre,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","velouté de cresson au chèvre sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Légumes,velouté de cresson et céleri,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","velouté de cresson et céleri sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Légumes,velouté de cresson et laitue,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","velouté de cresson et laitue sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Légumes,velouté de douceur aux 4 légumes,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","velouté de douceur aux 4 légumes sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Fruits de mer,crustacés au safran,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","crustacés au safran sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Fruits de mer,curry de crevettes,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","curry de crevettes sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Fruits de mer,curry de crevettes au concombre,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","curry de crevettes au concombre sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Fruits de mer,curry de crevettes au yaourt et aux fruits,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","curry de crevettes au yaourt et aux fruits sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Fruits de mer,curry de crevettes aux 2 pommes,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","curry de crevettes aux 2 pommes sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Fruits de mer,curry de crevettes aux fruits,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","curry de crevettes aux fruits sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Fruits de mer,curry de crevettes épicées,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","curry de crevettes épicées sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Fruits de mer,curry de noix de saint jacques,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","curry de noix de saint jacques sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Fruits de mer,délices au crabe à tartiner,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","délices au crabe à tartiner sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Fruits de mer,délicieuses crevettes aux poivrons,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","délicieuses crevettes aux poivrons sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Fruits de mer,dés de poisson et crevettes au miel,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","dés de poisson et crevettes au miel sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Fruits de mer,dôme de crevettes sur son lit de merlu,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","dôme de crevettes sur son lit de merlu sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Fruits de mer,"duo de crevettes pour duo de champignons, coriandre et radis","sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","duo de crevettes pour duo de champignons, coriandre et radis sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Fruits de mer,eclade de moules,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","eclade de moules sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Fruits de mer,eclade de moules de laura,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","eclade de moules de laura sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Fruits de mer,emincé de choux blanc et crevettes à ma façon,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","emincé de choux blanc et crevettes à ma façon sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Fruits de mer,encocado de crevettes (équateur),"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","encocado de crevettes (équateur) sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Fruits de mer,encornets / calamars farcis aux épinards,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","encornets / calamars farcis aux épinards sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Fruits de mer,encornets farçis,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","encornets farçis sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Fruits de mer,encornets farcis au saumon fumé,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","encornets farcis au saumon fumé sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Fruits de mer,encornets farcis sauvages,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","encornets farcis sauvages sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Fruits de mer,encornets fourrés à la plancha,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","encornets fourrés à la plancha sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Fruits de mer,endives surprises au saumon fumé et crevettes,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","endives surprises au saumon fumé et crevettes sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Fruits de mer,entrecôte aux huîtres de l'an neuf,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","entrecôte aux huîtres de l'an neuf sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Fruits de mer,escalope de volaille aux crevettes à la basque,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","escalope de volaille aux crevettes à la basque sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Fruits de mer,fausse langouste ,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","fausse langouste  sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Fruits de mer,"feuilleté de bar aux langoustines, émincé de légumes confits","sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","feuilleté de bar aux langoustines, émincé de légumes confits sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Fruits de mer,feuilleté de langoustines,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","feuilleté de langoustines sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Fruits de mer,feuilleté de saint-jacques au saumon,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","feuilleté de saint-jacques au saumon sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Fruits de mer,feuilleté de saint-jacques et endives sauce à l'orange,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","feuilleté de saint-jacques et endives sauce à l'orange sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Pâtes,pâtes au four (tuniso-siciliennes),"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","pâtes au four (tuniso-siciliennes) sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Pâtes,pâtes aux pointes d'asperges et pancetta,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","pâtes aux pointes d'asperges et pancetta sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
